county,year,diagnosis,hum_cases,catt_cases,cam_cases,goat_cases,shp_cases,catt_pop,goat_pop,sheep_pop,cam_pop,pop,hum_incidence,catt_incidence,cam_incidence,goat_incidence,shp_incidence
Baringo,2014,Clinically confirmed,1898,0,0,0,0,409846,933727,343343,38500,598102,3173.37176601984,0,0,0,0
Baringo,2014,Lab confirmed,0,0,0,0,0,409846,933727,343343,38500,598102,0,0,0,0,0
Baringo,2015,Clinically confirmed,2063,0,0,0,0,409846,933727,343343,38500,611244,3375.08425440577,0,0,0,0
Baringo,2015,Lab confirmed,4624,0,0,0,0,409846,933727,343343,38500,611244,7564.90043256048,0,0,0,0
Baringo,2016,Clinically confirmed,2439,0,0,0,0,409846,933727,343343,38500,624675,3904.43030375795,0,0,0,0
Baringo,2016,Lab confirmed,7049,0,0,0,0,409846,933727,343343,38500,624675,11284.267819266,0,0,0,0
Baringo,2017,Clinically confirmed,2621,0,0,0,0,409846,933727,343343,38500,638401,4105.57001007204,0,0,0,0
Baringo,2017,Lab confirmed,6150,0,0,0,0,409846,933727,343343,38500,638401,9633.44355663603,0,0,0,0
Baringo,2018,Clinically confirmed,3542,0,0,0,0,409846,933727,343343,38500,652428,5428.9515471439,0,0,0,0
Baringo,2018,Lab confirmed,11345,0,0,0,0,409846,933727,343343,38500,652428,17388.8919543612,0,0,0,0
Baringo,2019,Clinically confirmed,4173,3,0,6,6,409846,933727,343343,38500,666763,6258.59563293104,7.31982256750096,0,6.42586109216077,17.4752361341283
Baringo,2019,Lab confirmed,13295,24,0,0,0,409846,933727,343343,38500,666763,19939.6187250942,58.5585805400077,0,0,0
Baringo,2020,Clinically confirmed,5078,0,0,0,0,409846,933727,343343,38500,687000,7391.55749636099,0,0,0,0
Baringo,2020,Lab confirmed,15179,0,0,0,0,409846,933727,343343,38500,687000,22094.6142649199,0,0,0,0
Baringo,2021,Clinically confirmed,5263,0,0,0,0,409846,933727,343343,38500,702000,7497.150997151,0,0,0,0
Baringo,2021,Lab confirmed,15337,0,0,0,0,409846,933727,343343,38500,702000,21847.5783475783,0,0,0,0
Baringo,2022,Clinically confirmed,4665,0,0,0,0,409846,933727,343343,38500,718000,6497.21448467967,0,0,0,0
Baringo,2022,Lab confirmed,13805,0,0,0,0,409846,933727,343343,38500,718000,19227.0194986072,0,0,0,0
Bomet,2014,Clinically confirmed,2111,0,0,0,0,318209,76459,80492,0,817740,2581.50512387801,0,,0,0
Bomet,2014,Lab confirmed,0,0,0,0,0,318209,76459,80492,0,817740,0,0,,0,0
Bomet,2015,Clinically confirmed,2731,0,0,0,0,318209,76459,80492,0,829015,3294.27091186529,0,,0,0
Bomet,2015,Lab confirmed,5675,0,0,0,0,318209,76459,80492,0,829015,6845.47324234182,0,,0,0
Bomet,2016,Clinically confirmed,1572,0,0,0,0,318209,76459,80492,0,840445,1870.43768479793,0,,0,0
Bomet,2016,Lab confirmed,11392,0,0,0,0,318209,76459,80492,0,840445,13554.7239855077,0,,0,0
Bomet,2017,Clinically confirmed,1017,0,0,0,0,318209,76459,80492,0,852033,1193.61574023541,0,,0,0
Bomet,2017,Lab confirmed,5991,0,0,0,0,318209,76459,80492,0,852033,7031.417797198,0,,0,0
Bomet,2018,Clinically confirmed,1520,6,0,0,0,318209,76459,80492,0,863780,1759.70733288569,18.8555320559758,,0,0
Bomet,2018,Lab confirmed,9532,0,0,0,0,318209,76459,80492,0,863780,11035.2173007016,0,,0,0
Bomet,2019,Clinically confirmed,1807,6,0,0,0,318209,76459,80492,0,875689,2063.5179841245,18.8555320559758,,0,0
Bomet,2019,Lab confirmed,12660,0,0,0,0,318209,76459,80492,0,875689,14457.1874261296,0,,0,0
Bomet,2019,Post Mortem,0,4,0,0,0,318209,76459,80492,0,875689,0,12.5703547039839,,0,0
Bomet,2020,Clinically confirmed,1328,0,0,0,0,318209,76459,80492,0,902000,1472.28381374723,0,,0,0
Bomet,2020,Lab confirmed,8424,0,0,0,0,318209,76459,80492,0,902000,9339.24611973393,0,,0,0
Bomet,2021,Clinically confirmed,1450,2,0,0,0,318209,76459,80492,0,914000,1586.43326039387,6.28517735199193,,0,0
Bomet,2021,Lab confirmed,7823,0,0,0,0,318209,76459,80492,0,914000,8559.08096280088,0,,0,0
Bomet,2022,Clinically confirmed,726,0,0,1,0,318209,76459,80492,0,927000,783.171521035599,0,,13.0789050340705,0
Bomet,2022,Lab confirmed,4194,0,0,0,0,318209,76459,80492,0,927000,4524.27184466019,0,,0,0
Bungoma,2014,Clinically confirmed,1929,0,0,0,0,351259,109693,78494,0,1537222,1254.86104154117,0,,0,0
Bungoma,2014,Lab confirmed,36,0,0,0,0,351259,109693,78494,0,1537222,23.4188685824169,0,,0,0
Bungoma,2015,Clinically confirmed,2438,0,0,0,0,351259,109693,78494,0,1563012,1559.8088818256,0,,0,0
Bungoma,2015,Lab confirmed,13840,0,0,0,0,351259,109693,78494,0,1563012,8854.69849239801,0,,0,0
Bungoma,2016,Clinically confirmed,4164,0,0,0,0,351259,109693,78494,0,1589234,2620.13020109059,0,,0,0
Bungoma,2016,Lab confirmed,23961,0,0,0,0,351259,109693,78494,0,1589234,15077.0748675148,0,,0,0
Bungoma,2017,Clinically confirmed,4444,0,0,0,0,351259,109693,78494,0,1615896,2750.17699158857,0,,0,0
Bungoma,2017,Lab confirmed,25565,0,0,0,0,351259,109693,78494,0,1615896,15820.9439221336,0,,0,0
Bungoma,2018,Clinically confirmed,6037,0,0,0,0,351259,109693,78494,0,1643006,3674.36272296023,0,,0,0
Bungoma,2018,Lab confirmed,34144,0,0,0,0,351259,109693,78494,0,1643006,20781.4213703419,0,,0,0
Bungoma,2019,Clinically confirmed,7793,0,0,0,0,351259,109693,78494,0,1670570,4664.87486307069,0,,0,0
Bungoma,2019,Lab confirmed,33968,0,0,0,0,351259,109693,78494,0,1670570,20333.1796931586,0,,0,0
Bungoma,2020,Clinically confirmed,9025,0,0,0,0,351259,109693,78494,0,1700000,5308.82352941177,0,,0,0
Bungoma,2020,Lab confirmed,36454,0,0,2,0,351259,109693,78494,0,1700000,21443.5294117647,0,,18.2327040011669,0
Bungoma,2021,Clinically confirmed,10020,4,0,2,0,351259,109693,78494,0,1729000,5795.25737420474,11.3876085737305,,18.2327040011669,0
Bungoma,2021,Lab confirmed,47927,0,0,0,0,351259,109693,78494,0,1729000,27719.4910352805,0,,0,0
Bungoma,2022,Clinically confirmed,9074,19,0,3,2,351259,109693,78494,0,1758000,5161.54721274175,54.0911407252199,,27.3490560017503,25.479654495885
Bungoma,2022,Lab confirmed,42570,0,0,0,0,351259,109693,78494,0,1758000,24215.0170648464,0,,0,0
Busia,2014,Clinically confirmed,1257,0,0,0,0,206628,82303,21704,0,810293,1551.29070595451,0,,0,0
Busia,2014,Lab confirmed,472,0,0,0,0,206628,82303,21704,0,810293,582.505340660724,0,,0,0
Busia,2015,Clinically confirmed,701,0,0,0,0,206628,82303,21704,0,826324,848.335519723498,0,,0,0
Busia,2015,Lab confirmed,3204,0,0,0,0,206628,82303,21704,0,826324,3877.41370213137,0,,0,0
Busia,2016,Clinically confirmed,1049,0,0,0,0,206628,82303,21704,0,842672,1244.84971614104,0,,0,0
Busia,2016,Lab confirmed,4202,0,0,0,0,206628,82303,21704,0,842672,4986.5190726641,0,,0,0
Busia,2017,Clinically confirmed,1199,0,0,0,0,206628,82303,21704,0,859343,1395.25195410913,0,,0,0
Busia,2017,Lab confirmed,4260,0,0,0,0,206628,82303,21704,0,859343,4957.27550000407,0,,0,0
Busia,2018,Clinically confirmed,1099,0,0,0,0,206628,82303,21704,0,876344,1254.07374273117,0,,0,0
Busia,2018,Lab confirmed,5871,0,0,0,0,206628,82303,21704,0,876344,6699.4239704956,0,,0,0
Busia,2019,Clinically confirmed,1005,1,0,0,0,206628,82303,21704,0,893681,1124.5623438341,4.83961515380297,,0,0
Busia,2019,Lab confirmed,12952,0,0,0,0,206628,82303,21704,0,893681,14492.8671416311,0,,0,0
Busia,2020,Clinically confirmed,946,0,0,0,0,206628,82303,21704,0,914000,1035.01094091904,0,,0,0
Busia,2020,Lab confirmed,6511,0,0,0,0,206628,82303,21704,0,914000,7123.63238512035,0,,0,0
Busia,2021,Clinically confirmed,795,1,0,0,0,206628,82303,21704,0,932000,853.004291845494,4.83961515380297,,0,0
Busia,2021,Lab confirmed,5962,0,0,0,0,206628,82303,21704,0,932000,6396.99570815451,0,,0,0
Busia,2022,Clinically confirmed,1059,6,0,0,0,206628,82303,21704,0,950000,1114.73684210526,29.0376909228178,,0,0
Busia,2022,Lab confirmed,4784,0,0,0,0,206628,82303,21704,0,950000,5035.78947368421,0,,0,0
Elgeyo Marakwet,2014,Clinically confirmed,3889,0,0,0,0,150453,99926,190031,89,422686,9200.68324950436,0,0,0,0
Elgeyo Marakwet,2014,Lab confirmed,0,0,0,0,0,150453,99926,190031,89,422686,0,0,0,0,0
Elgeyo Marakwet,2015,Clinically confirmed,4495,0,0,0,0,150453,99926,190031,89,428862,10481.2270613857,0,0,0,0
Elgeyo Marakwet,2015,Lab confirmed,5623,0,0,0,0,150453,99926,190031,89,428862,13111.4437744543,0,0,0,0
Elgeyo Marakwet,2016,Clinically confirmed,4273,0,0,0,0,150453,99926,190031,89,435128,9820.09891342318,0,0,0,0
Elgeyo Marakwet,2016,Lab confirmed,13246,0,0,0,0,150453,99926,190031,89,435128,30441.6171793128,0,0,0,0
Elgeyo Marakwet,2017,Clinically confirmed,3772,0,0,0,0,150453,99926,190031,89,441485,8543.89163844751,0,0,0,0
Elgeyo Marakwet,2017,Lab confirmed,14667,0,0,0,0,150453,99926,190031,89,441485,33221.966771238,0,0,0,0
Elgeyo Marakwet,2018,Clinically confirmed,5292,0,0,0,0,150453,99926,190031,89,447935,11814.2141158874,0,0,0,0
Elgeyo Marakwet,2018,Lab confirmed,19948,0,0,0,0,150453,99926,190031,89,447935,44533.2470112851,0,0,0,0
Elgeyo Marakwet,2019,Clinically confirmed,6578,0,0,0,0,150453,99926,190031,89,454480,14473.6842105263,0,0,0,0
Elgeyo Marakwet,2019,Lab confirmed,23140,0,0,0,0,150453,99926,190031,89,454480,50915.3318077803,0,0,0,0
Elgeyo Marakwet,2020,Clinically confirmed,7066,0,0,0,0,150453,99926,190031,89,474000,14907.1729957806,0,0,0,0
Elgeyo Marakwet,2020,Lab confirmed,21940,0,0,0,0,150453,99926,190031,89,474000,46286.9198312236,0,0,0,0
Elgeyo Marakwet,2021,Clinically confirmed,9954,1,0,0,0,150453,99926,190031,89,481000,20694.3866943867,6.64659395292882,0,0,0
Elgeyo Marakwet,2021,Lab confirmed,18492,0,0,0,0,150453,99926,190031,89,481000,38444.9064449065,0,0,0,0
Elgeyo Marakwet,2022,Clinically confirmed,5607,2,0,0,0,150453,99926,190031,89,488000,11489.7540983607,13.2931879058576,0,0,0
Elgeyo Marakwet,2022,Lab confirmed,15094,0,0,0,0,150453,99926,190031,89,488000,30930.3278688525,0,0,0,0
Embu,2014,Clinically confirmed,1158,0,0,0,0,138415,269133,45246,228,577895,2003.82422412376,0,0,0,0
Embu,2014,Lab confirmed,0,0,0,0,0,138415,269133,45246,228,577895,0,0,0,0,0
Embu,2015,Clinically confirmed,710,0,0,0,0,138415,269133,45246,228,583909,1215.94289521141,0,0,0,0
Embu,2015,Lab confirmed,19,0,0,0,0,138415,269133,45246,228,583909,32.5393169141082,0,0,0,0
Embu,2016,Clinically confirmed,808,0,0,0,0,138415,269133,45246,228,589986,1369.52402260393,0,0,0,0
Embu,2016,Lab confirmed,1521,0,0,0,0,138415,269133,45246,228,589986,2578.02727522348,0,0,0,0
Embu,2017,Clinically confirmed,660,0,0,0,0,138415,269133,45246,228,596126,1107.14848874231,0,0,0,0
Embu,2017,Lab confirmed,1192,0,0,0,0,138415,269133,45246,228,596126,1999.57727057703,0,0,0,0
Embu,2018,Clinically confirmed,510,0,0,0,0,138415,269133,45246,228,602330,846.711935317849,0,0,0,0
Embu,2018,Lab confirmed,2640,0,0,0,0,138415,269133,45246,228,602330,4382.97942988063,0,0,0,0
Embu,2019,Clinically confirmed,1288,0,0,0,0,138415,269133,45246,228,608599,2116.3360439304,0,0,0,0
Embu,2019,Lab confirmed,2606,0,0,0,0,138415,269133,45246,228,608599,4281.9656292567,0,0,0,0
Embu,2020,Clinically confirmed,1429,2,0,0,0,138415,269133,45246,228,629000,2271.86009538951,14.4493010150634,0,0,0
Embu,2020,Lab confirmed,4947,0,0,0,0,138415,269133,45246,228,629000,7864.86486486487,0,0,0,0
Embu,2021,Clinically confirmed,748,0,0,0,0,138415,269133,45246,228,635000,1177.95275590551,0,0,0,0
Embu,2021,Lab confirmed,7674,0,0,0,0,138415,269133,45246,228,635000,12085.0393700787,0,0,0,0
Embu,2022,Clinically confirmed,792,1,0,0,0,138415,269133,45246,228,642000,1233.64485981308,7.2246505075317,0,0,0
Embu,2022,Lab confirmed,5816,0,0,0,0,138415,269133,45246,228,642000,9059.19003115265,0,0,0,0
Garissa,2014,Clinically confirmed,904,0,0,0,0,1420691,3857292,2746577,816057,743978,1215.08969351244,0,0,0,0
Garissa,2014,Lab confirmed,0,0,0,0,0,1420691,3857292,2746577,816057,743978,0,0,0,0,0
Garissa,2015,Clinically confirmed,1370,0,0,0,0,1420691,3857292,2746577,816057,762507,1796.70481713611,0,0,0,0
Garissa,2015,Lab confirmed,3548,0,1,1,1,1420691,3857292,2746577,816057,762507,4653.07203737146,0,1.22540459796313,0.259249234955508,0.364089555836228
Garissa,2016,Clinically confirmed,1187,0,0,0,0,1420691,3857292,2746577,816057,781497,1518.87979096529,0,0,0,0
Garissa,2016,Lab confirmed,9933,0,0,0,0,1420691,3857292,2746577,816057,781497,12710.2215363591,0,0,0,0
Garissa,2017,Clinically confirmed,1305,0,0,10,0,1420691,3857292,2746577,816057,800960,1629.29484618458,0,0,2.59249234955508,0
Garissa,2017,Lab confirmed,10851,0,0,0,0,1420691,3857292,2746577,816057,800960,13547.4930083899,0,0,0,0
Garissa,2018,Clinically confirmed,1428,0,0,0,0,1420691,3857292,2746577,816057,820908,1739.53719539827,0,0,0,0
Garissa,2018,Lab confirmed,14165,0,0,0,0,1420691,3857292,2746577,816057,820908,17255.2831742412,0,0,0,0
Garissa,2019,Clinically confirmed,1319,0,0,0,0,1420691,3857292,2746577,816057,841353,1567.71295758142,0,0,0,0
Garissa,2019,Lab confirmed,13828,0,0,0,0,1420691,3857292,2746577,816057,841353,16435.4319768278,0,0,0,0
Garissa,2020,Clinically confirmed,1699,0,0,2,0,1420691,3857292,2746577,816057,861000,1973.2868757259,0,0,0.518498469911015,0
Garissa,2020,Lab confirmed,9842,0,0,0,0,1420691,3857292,2746577,816057,861000,11430.8943089431,0,0,0,0
Garissa,2021,Clinically confirmed,1033,2,0,5,8,1420691,3857292,2746577,816057,883000,1169.87542468856,1.40776565769756,0,1.29624617477754,2.91271644668983
Garissa,2021,Lab confirmed,8519,0,0,0,0,1420691,3857292,2746577,816057,883000,9647.79161947905,0,0,0,0
Garissa,2022,Clinically confirmed,743,0,0,0,0,1420691,3857292,2746577,816057,905000,820.994475138122,0,0,0,0
Garissa,2022,Lab confirmed,7025,0,0,0,0,1420691,3857292,2746577,816057,905000,7762.43093922652,0,0,0,0
Homa Bay,2014,Clinically confirmed,915,0,0,0,0,340969,179555,148374,0,1027377,890.617562978342,0,,0,0
Homa Bay,2014,Lab confirmed,221,0,0,0,0,340969,179555,148374,0,1027377,215.110908653785,0,,0,0
Homa Bay,2015,Clinically confirmed,706,0,0,0,0,340969,179555,148374,0,1047489,673.992757919176,0,,0,0
Homa Bay,2015,Lab confirmed,4543,0,0,0,0,340969,179555,148374,0,1047489,4337.03838417396,0,,0,0
Homa Bay,2016,Clinically confirmed,2411,0,0,0,0,340969,179555,148374,0,1067994,2257.50331930704,0,,0,0
Homa Bay,2016,Lab confirmed,10741,0,0,0,0,340969,179555,148374,0,1067994,10057.1726058386,0,,0,0
Homa Bay,2017,Clinically confirmed,1507,0,0,0,0,340969,179555,148374,0,1088901,1383.96419876554,0,,0,0
Homa Bay,2017,Lab confirmed,7617,0,0,0,0,340969,179555,148374,0,1088901,6995.12627869751,0,,0,0
Homa Bay,2018,Clinically confirmed,1409,0,0,0,0,340969,179555,148374,0,1110217,1269.12126187943,0,,0,0
Homa Bay,2018,Lab confirmed,4004,0,0,0,0,340969,179555,148374,0,1110217,3606.50215228194,0,,0,0
Homa Bay,2019,Clinically confirmed,1613,0,0,0,0,340969,179555,148374,0,1131950,1424.97460135165,0,,0,0
Homa Bay,2019,Lab confirmed,7142,0,0,0,0,340969,179555,148374,0,1131950,6309.46596581121,0,,0,0
Homa Bay,2020,Clinically confirmed,2136,0,0,0,0,340969,179555,148374,0,1162000,1838.2099827883,0,,0,0
Homa Bay,2020,Lab confirmed,9376,0,0,0,0,340969,179555,148374,0,1162000,8068.84681583477,0,,0,0
Homa Bay,2021,Clinically confirmed,2247,0,0,0,0,340969,179555,148374,0,1185000,1896.20253164557,0,,0,0
Homa Bay,2021,Lab confirmed,9840,0,0,0,0,340969,179555,148374,0,1185000,8303.79746835443,0,,0,0
Homa Bay,2022,Clinically confirmed,2824,0,0,0,1,340969,179555,148374,0,1208000,2337.74834437086,0,,0,6.73972528879723
Homa Bay,2022,Lab confirmed,9406,0,0,0,0,340969,179555,148374,0,1208000,7786.4238410596,0,,0,0
Isiolo,2014,Clinically confirmed,1024,0,0,0,0,271598,1030005,854725,148859,238079,4301.09333456542,0,0,0,0
Isiolo,2014,Lab confirmed,0,0,0,0,0,271598,1030005,854725,148859,238079,0,0,0,0,0
Isiolo,2015,Clinically confirmed,970,0,0,0,0,271598,1030005,854725,148859,243784,3978.93216946149,0,0,0,0
Isiolo,2015,Lab confirmed,1788,0,0,0,0,271598,1030005,854725,148859,243784,7334.36156597644,0,0,0,0
Isiolo,2016,Clinically confirmed,1025,0,0,0,0,271598,1030005,854725,148859,249625,4106.15923885829,0,0,0,0
Isiolo,2016,Lab confirmed,2515,0,0,0,0,271598,1030005,854725,148859,249625,10075.1126690035,0,0,0,0
Isiolo,2017,Clinically confirmed,960,0,0,0,0,271598,1030005,854725,148859,255606,3755.78038074224,0,0,0,0
Isiolo,2017,Lab confirmed,1692,0,0,0,0,271598,1030005,854725,148859,255606,6619.56292105819,0,0,0,0
Isiolo,2018,Clinically confirmed,1343,0,0,0,0,271598,1030005,854725,148859,261731,5131.22251471931,0,0,0,0
Isiolo,2018,Lab confirmed,2364,0,0,0,0,271598,1030005,854725,148859,261731,9032.1742552468,0,0,0,0
Isiolo,2019,Clinically confirmed,1641,0,0,0,0,271598,1030005,854725,148859,268002,6123.08863366691,0,0,0,0
Isiolo,2019,Lab confirmed,7879,0,0,0,0,271598,1030005,854725,148859,268002,29399.0343355647,0,0,0,0
Isiolo,2020,Clinically confirmed,2131,0,0,0,0,271598,1030005,854725,148859,294000,7248.29931972789,0,0,0,0
Isiolo,2020,Lab confirmed,6182,0,1,0,0,271598,1030005,854725,148859,294000,21027.2108843537,0,6.71776647700173,0,0
Isiolo,2021,Clinically confirmed,2517,0,0,0,0,271598,1030005,854725,148859,301000,8362.12624584718,0,0,0,0
Isiolo,2021,Lab confirmed,7838,0,0,0,0,271598,1030005,854725,148859,301000,26039.8671096346,0,0,0,0
Isiolo,2022,Clinically confirmed,1427,4,0,6,0,271598,1030005,854725,148859,309000,4618.12297734628,14.7276489517596,0,5.8252144407066,0
Isiolo,2022,Lab confirmed,5231,0,0,0,0,271598,1030005,854725,148859,309000,16928.8025889968,0,0,0,0
Kajiado,2014,Clinically confirmed,4618,0,0,0,0,577710,877744,1120649,3584,989478,4667.10730304262,0,0,0,0
Kajiado,2014,Lab confirmed,38,0,0,0,0,577710,877744,1120649,3584,989478,38.4040878119574,0,0,0,0
Kajiado,2015,Clinically confirmed,2689,0,0,0,0,577710,877744,1120649,3584,1013913,2652.10131441258,0,0,0,0
Kajiado,2015,Lab confirmed,3264,0,0,0,0,577710,877744,1120649,3584,1013913,3219.21111574662,0,0,0,0
Kajiado,2016,Clinically confirmed,3394,0,0,0,0,577710,877744,1120649,3584,1038952,3266.75342075476,0,0,0,0
Kajiado,2016,Lab confirmed,15629,0,0,0,0,577710,877744,1120649,3584,1038952,15043.0433744774,0,0,0,0
Kajiado,2017,Clinically confirmed,2690,0,0,0,0,577710,877744,1120649,3584,1064609,2526.74925723904,0,0,0,0
Kajiado,2017,Lab confirmed,15424,0,0,0,0,577710,877744,1120649,3584,1064609,14487.9481574926,0,0,0,0
Kajiado,2018,Clinically confirmed,3227,0,0,0,0,577710,877744,1120649,3584,1090900,2958.1079842332,0,0,0,0
Kajiado,2018,Lab confirmed,17396,0,0,0,0,577710,877744,1120649,3584,1090900,15946.4662205518,0,0,0,0
Kajiado,2019,Clinically confirmed,2424,0,0,0,0,577710,877744,1120649,3584,1117840,2168.46775924998,0,0,0,0
Kajiado,2019,Lab confirmed,12978,0,0,0,0,577710,877744,1120649,3584,1117840,11609.8905031131,0,0,0,0
Kajiado,2020,Clinically confirmed,2439,0,0,0,0,577710,877744,1120649,3584,1179000,2068.70229007634,0,0,0,0
Kajiado,2020,Lab confirmed,15044,0,0,0,0,577710,877744,1120649,3584,1179000,12759.9660729432,0,0,0,0
Kajiado,2021,Clinically confirmed,3795,0,0,0,1,577710,877744,1120649,3584,1209000,3138.95781637717,0,0,0,0.89234006365954
Kajiado,2021,Lab confirmed,10478,0,0,0,0,577710,877744,1120649,3584,1209000,8666.66666666667,0,0,0,0
Kajiado,2022,Clinically confirmed,1814,0,0,23,0,577710,877744,1120649,3584,1238000,1465.26655896607,0,0,26.2035399843234,0
Kajiado,2022,Lab confirmed,8032,0,0,0,0,577710,877744,1120649,3584,1238000,6487.88368336026,0,0,0,0
Kakamega,2014,Clinically confirmed,1741,0,0,0,0,403450,78144,56884,0,1706308,1020.33161656629,0,,0,0
Kakamega,2014,Lab confirmed,0,0,0,0,0,403450,78144,56884,0,1706308,0,0,,0,0
Kakamega,2015,Clinically confirmed,1571,0,0,0,0,403450,78144,56884,0,1737408,904.220540022839,0,,0,0
Kakamega,2015,Lab confirmed,8139,0,0,0,0,403450,78144,56884,0,1737408,4684.56459277268,0,,0,0
Kakamega,2016,Clinically confirmed,1694,0,0,0,0,403450,78144,56884,0,1769074,957.563109287684,0,,0,0
Kakamega,2016,Lab confirmed,9176,0,0,0,0,403450,78144,56884,0,1769074,5186.89438655477,0,,0,0
Kakamega,2017,Clinically confirmed,1814,0,0,0,0,403450,78144,56884,0,1801318,1007.04040041792,0,,0,0
Kakamega,2017,Lab confirmed,9341,0,0,0,0,403450,78144,56884,0,1801318,5185.64739818289,0,,0,0
Kakamega,2018,Clinically confirmed,1986,0,0,0,0,403450,78144,56884,0,1834149,1082.79098372052,0,,0,0
Kakamega,2018,Lab confirmed,10182,0,0,0,0,403450,78144,56884,0,1834149,5551.34833647648,0,,0,0
Kakamega,2019,Clinically confirmed,2674,0,0,0,0,403450,78144,56884,0,1867579,1431.80020764851,0,,0,0
Kakamega,2019,Lab confirmed,11925,0,0,0,0,403450,78144,56884,0,1867579,6385.27205542577,0,,0,0
Kakamega,2020,Clinically confirmed,2334,0,0,0,0,403450,78144,56884,0,1897000,1230.36373220875,0,,0,0
Kakamega,2020,Lab confirmed,10006,0,0,0,0,403450,78144,56884,0,1897000,5274.64417501318,0,,0,0
Kakamega,2021,Clinically confirmed,2020,2,0,0,0,403450,78144,56884,0,1932000,1045.54865424431,4.95724377246251,,0,0
Kakamega,2021,Lab confirmed,8115,1,0,0,0,403450,78144,56884,0,1932000,4200.31055900621,2.47862188623126,,0,0
Kakamega,2021,Post Mortem,0,3,0,0,0,403450,78144,56884,0,1932000,0,7.43586565869377,,0,0
Kakamega,2022,Clinically confirmed,1885,0,0,6,0,403450,78144,56884,0,1967000,958.312150482969,0,,76.7813267813268,0
Kakamega,2022,Lab confirmed,8492,0,0,0,0,403450,78144,56884,0,1967000,4317.23436705643,0,,0,0
Kericho,2014,Clinically confirmed,2522,0,0,0,0,241648,71875,56238,0,842955,2991.85603027445,0,,0,0
Kericho,2014,Lab confirmed,0,0,0,0,0,241648,71875,56238,0,842955,0,0,,0,0
Kericho,2015,Clinically confirmed,3054,0,0,0,0,241648,71875,56238,0,854404,3574.42146806429,0,,0,0
Kericho,2015,Lab confirmed,7052,0,0,0,0,241648,71875,56238,0,854404,8253.7066774032,0,,0,0
Kericho,2016,Clinically confirmed,3980,0,0,0,0,241648,71875,56238,0,866009,4595.79519381438,0,,0,0
Kericho,2016,Lab confirmed,20649,0,0,0,0,241648,71875,56238,0,866009,23843.863054541,0,,0,0
Kericho,2017,Clinically confirmed,3849,0,0,0,0,241648,71875,56238,0,877771,4384.97056749426,0,,0,0
Kericho,2017,Lab confirmed,18492,0,0,0,0,241648,71875,56238,0,877771,21066.9981122639,0,,0,0
Kericho,2018,Clinically confirmed,5049,0,0,0,0,241648,71875,56238,0,889693,5674.99126103049,0,,0,0
Kericho,2018,Lab confirmed,25985,0,0,0,0,241648,71875,56238,0,889693,29206.7038854976,0,,0,0
