county,year,diagnosis,hum_cases,catt_cases,cam_cases,goat_cases,shp_cases,catt_pop,goat_pop,sheep_pop,cam_pop,pop,hum_incidence,catt_incidence,cam_incidence,goat_incidence,shp_incidence
Kericho,2019,Clinically confirmed,5939,2,0,0,0,241648,71875,56238,0,901777,6585.88542400172,8.27650135734622,,0,0
Kericho,2019,Lab confirmed,24776,0,0,0,0,241648,71875,56238,0,901777,27474.6417351518,0,,0,0
Kericho,2020,Clinically confirmed,5924,0,0,0,0,241648,71875,56238,0,917000,6460.19629225736,0,,0,0
Kericho,2020,Lab confirmed,24439,0,0,0,0,241648,71875,56238,0,917000,26651.0359869139,0,,0,0
Kericho,2021,Clinically confirmed,4275,0,0,0,0,241648,71875,56238,0,930000,4596.77419354839,0,,0,0
Kericho,2021,Lab confirmed,20749,0,0,0,0,241648,71875,56238,0,930000,22310.752688172,0,,0,0
Kericho,2022,Clinically confirmed,6456,0,0,0,0,241648,71875,56238,0,942000,6853.50318471338,0,,0,0
Kericho,2022,Lab confirmed,24651,0,0,0,0,241648,71875,56238,0,942000,26168.7898089172,0,,0,0
Kiambu,2014,Clinically confirmed,2634,0,0,0,0,200394,83597,118389,0,2191022,1202.17870929639,0,,0,0
Kiambu,2014,Lab confirmed,0,0,0,0,0,200394,83597,118389,0,2191022,0,0,,0,0
Kiambu,2015,Clinically confirmed,2204,0,0,0,0,200394,83597,118389,0,2234597,986.307598193321,0,,0,0
Kiambu,2015,Lab confirmed,8626,0,0,0,0,200394,83597,118389,0,2234597,3860.20387568765,0,,0,0
Kiambu,2016,Clinically confirmed,1126,0,0,0,0,200394,83597,118389,0,2279038,494.068111194285,0,,0,0
Kiambu,2016,Lab confirmed,11004,0,0,0,0,200394,83597,118389,0,2279038,4828.35301561448,0,,0,0
Kiambu,2017,Clinically confirmed,1076,0,0,0,0,200394,83597,118389,0,2324363,462.922529742558,0,,0,0
Kiambu,2017,Lab confirmed,10532,0,0,0,0,200394,83597,118389,0,2324363,4531.13390636488,0,,0,0
Kiambu,2018,Clinically confirmed,888,0,0,0,0,200394,83597,118389,0,2370589,374.590449883974,0,,0,0
Kiambu,2018,Lab confirmed,10740,0,0,0,0,200394,83597,118389,0,2370589,4530.51963035347,0,,0,0
Kiambu,2019,Clinically confirmed,742,0,0,0,0,200394,83597,118389,0,2417735,306.898812318141,0,,0,0
Kiambu,2019,Lab confirmed,8437,0,0,0,0,200394,83597,118389,0,2417735,3489.62975677649,0,,0,0
Kiambu,2020,Clinically confirmed,857,0,0,0,0,200394,83597,118389,0,2501000,342.66293482607,0,,0,0
Kiambu,2020,Lab confirmed,6476,0,0,0,0,200394,83597,118389,0,2501000,2589.36425429828,0,,0,0
Kiambu,2021,Clinically confirmed,729,0,0,0,0,200394,83597,118389,0,2552000,285.658307210031,0,,0,0
Kiambu,2021,Lab confirmed,7169,0,0,0,0,200394,83597,118389,0,2552000,2809.16927899687,0,,0,0
Kiambu,2022,Clinically confirmed,711,0,0,0,0,200394,83597,118389,0,2602000,273.251345119139,0,,0,0
Kiambu,2022,Lab confirmed,3152,0,0,0,0,200394,83597,118389,0,2602000,1211.37586471945,0,,0,0
Kilifi,2014,Clinically confirmed,13,0,0,0,0,236457,542257,56481,2022,1320154,9.84733599261904,0,0,0,0
Kilifi,2014,Lab confirmed,9,0,0,0,0,236457,542257,56481,2022,1320154,6.81738645642857,0,0,0,0
Kilifi,2015,Clinically confirmed,119,0,0,0,0,236457,542257,56481,2022,1345860,88.4193006702034,0,0,0,0
Kilifi,2015,Lab confirmed,44,0,0,7,0,236457,542257,56481,2022,1345860,32.6928506679744,0,0,12.9090080902598,0
Kilifi,2016,Clinically confirmed,32,0,0,0,0,236457,542257,56481,2022,1372066,23.3224932328328,0,0,0,0
Kilifi,2016,Lab confirmed,73,0,0,0,0,236457,542257,56481,2022,1372066,53.2044376873999,0,0,0,0
Kilifi,2017,Clinically confirmed,11,0,0,0,0,236457,542257,56481,2022,1398783,7.86397890165952,0,0,0,0
Kilifi,2017,Lab confirmed,181,0,0,0,0,236457,542257,56481,2022,1398783,129.398198290943,0,0,0,0
Kilifi,2018,Clinically confirmed,8,14,0,0,0,236457,542257,56481,2022,1426020,5.61001949481774,59.2073823147549,0,0,0
Kilifi,2018,Lab confirmed,370,0,0,0,0,236457,542257,56481,2022,1426020,259.463401635321,0,0,0,0
Kilifi,2019,Clinically confirmed,1,0,0,0,0,236457,542257,56481,2022,1453787,0.687858675308006,0,0,0,0
Kilifi,2019,Lab confirmed,898,0,0,0,0,236457,542257,56481,2022,1453787,617.697090426589,0,0,0,0
Kilifi,2020,Clinically confirmed,18,0,0,0,0,236457,542257,56481,2022,1489000,12.0886501007388,0,0,0,0
Kilifi,2020,Lab confirmed,1032,0,0,0,0,236457,542257,56481,2022,1489000,693.082605775688,0,0,0,0
Kilifi,2021,Clinically confirmed,348,0,0,0,0,236457,542257,56481,2022,1518000,229.249011857708,0,0,0,0
Kilifi,2021,Lab confirmed,1031,0,0,0,0,236457,542257,56481,2022,1518000,679.183135704875,0,0,0,0
Kilifi,2022,Clinically confirmed,142,0,0,0,0,236457,542257,56481,2022,1548000,91.7312661498708,0,0,0,0
Kilifi,2022,Lab confirmed,592,0,0,0,0,236457,542257,56481,2022,1548000,382.428940568476,0,0,0,0
Kirinyaga,2014,Clinically confirmed,48,0,0,0,0,116441,106844,26751,0,585497,81.9816326983742,0,,0,0
Kirinyaga,2014,Lab confirmed,0,0,0,0,0,116441,106844,26751,0,585497,0,0,,0,0
Kirinyaga,2015,Clinically confirmed,333,0,0,0,0,116441,106844,26751,0,590397,564.027256236058,0,,0,0
Kirinyaga,2015,Lab confirmed,863,2,0,0,0,116441,106844,26751,0,590397,1461.72829468984,17.1760805901701,,0,0
Kirinyaga,2016,Clinically confirmed,153,0,0,0,0,116441,106844,26751,0,595338,256.99686564607,0,,0,0
Kirinyaga,2016,Lab confirmed,3743,0,0,0,0,116441,106844,26751,0,595338,6287.18475891006,0,,0,0
Kirinyaga,2017,Clinically confirmed,141,0,0,0,0,116441,106844,26751,0,600321,234.874342226909,0,,0,0
Kirinyaga,2017,Lab confirmed,1954,0,0,0,0,116441,106844,26751,0,600321,3254.92528164099,0,,0,0
Kirinyaga,2018,Clinically confirmed,202,0,0,0,0,116441,106844,26751,0,605345,333.694009201365,0,,0,0
Kirinyaga,2018,Lab confirmed,845,0,0,0,0,116441,106844,26751,0,605345,1395.89820680769,0,,0,0
Kirinyaga,2019,Clinically confirmed,166,0,0,0,0,116441,106844,26751,0,610411,271.947917059162,0,,0,0
Kirinyaga,2019,Lab confirmed,1763,0,0,0,0,116441,106844,26751,0,610411,2888.21793840544,0,,0,0
Kirinyaga,2020,Clinically confirmed,165,0,0,0,0,116441,106844,26751,0,637000,259.026687598116,0,,0,0
Kirinyaga,2020,Lab confirmed,1908,0,0,0,0,116441,106844,26751,0,637000,2995.29042386185,0,,0,0
Kirinyaga,2021,Clinically confirmed,94,0,0,0,0,116441,106844,26751,0,642000,146.417445482866,0,,0,0
Kirinyaga,2021,Lab confirmed,1841,0,0,0,0,116441,106844,26751,0,642000,2867.60124610592,0,,0,0
Kirinyaga,2022,Clinically confirmed,53,0,0,0,0,116441,106844,26751,0,648000,81.7901234567901,0,,0,0
Kirinyaga,2022,Lab confirmed,1177,0,0,0,0,116441,106844,26751,0,648000,1816.35802469136,0,,0,0
Kisii,2014,Clinically confirmed,5725,0,0,0,0,216858,56946,11001,0,1207817,4739.9564669151,0,,0,0
Kisii,2014,Lab confirmed,1646,0,0,0,0,216858,56946,11001,0,1207817,1362.78923048773,0,,0,0
Kisii,2015,Clinically confirmed,6448,0,0,0,0,216858,56946,11001,0,1219401,5287.84214544682,0,,0,0
Kisii,2015,Lab confirmed,15239,0,0,0,0,216858,56946,11001,0,1219401,12497.1194873549,0,,0,0
Kisii,2016,Clinically confirmed,7666,0,0,0,0,216858,56946,11001,0,1231096,6226.9717390033,0,,0,0
Kisii,2016,Lab confirmed,30711,0,0,0,0,216858,56946,11001,0,1231096,24946.0643199231,0,,0,0
Kisii,2017,Clinically confirmed,6345,0,0,0,0,216858,56946,11001,0,1242904,5104.97995018119,0,,0,0
Kisii,2017,Lab confirmed,19071,0,0,0,0,216858,56946,11001,0,1242904,15343.9042757928,0,,0,0
Kisii,2018,Clinically confirmed,8961,0,0,0,0,216858,56946,11001,0,1254825,7141.23483354253,0,,0,0
Kisii,2018,Lab confirmed,35159,0,0,0,0,216858,56946,11001,0,1254825,28019.0464805849,0,,0,0
Kisii,2019,Clinically confirmed,8778,5,0,0,0,216858,56946,11001,0,1266860,6928.9424245773,23.0565623587786,,0,0
Kisii,2019,Lab confirmed,35519,0,0,0,0,216858,56946,11001,0,1266860,28037.036452331,0,,0,0
Kisii,2020,Clinically confirmed,7564,2,0,0,0,216858,56946,11001,0,1307000,5787.29915837797,9.22262494351142,,0,0
Kisii,2020,Lab confirmed,33769,0,0,0,0,216858,56946,11001,0,1307000,25837.0313695486,0,,0,0
Kisii,2021,Clinically confirmed,8058,0,0,0,0,216858,56946,11001,0,1319000,6109.17361637604,0,,0,0
Kisii,2021,Lab confirmed,38840,0,0,0,0,216858,56946,11001,0,1319000,29446.5504169826,0,,0,0
Kisii,2022,Clinically confirmed,7663,0,0,0,0,216858,56946,11001,0,1332000,5753.003003003,0,,0,0
Kisii,2022,Lab confirmed,35515,0,0,0,0,216858,56946,11001,0,1332000,26662.9129129129,0,,0,0
Kisumu,2014,Clinically confirmed,1171,0,0,0,0,242996,137696,163537,0,1060632,1104.05871216407,0,,0,0
Kisumu,2014,Lab confirmed,0,0,0,0,0,242996,137696,163537,0,1060632,0,0,,0,0
Kisumu,2015,Clinically confirmed,759,0,0,0,0,242996,137696,163537,0,1078975,703.445399569035,0,,0,0
Kisumu,2015,Lab confirmed,6726,0,0,0,0,242996,137696,163537,0,1078975,6233.69401515327,0,,0,0
Kisumu,2016,Clinically confirmed,1462,0,0,0,0,242996,137696,163537,0,1097635,1331.95461150565,0,,0,0
Kisumu,2016,Lab confirmed,6535,0,0,0,0,242996,137696,163537,0,1097635,5953.70956647702,0,,0,0
Kisumu,2017,Clinically confirmed,957,0,0,0,0,242996,137696,163537,0,1116618,857.052277502243,0,,0,0
Kisumu,2017,Lab confirmed,7057,0,0,0,0,242996,137696,163537,0,1116618,6319.97693033786,0,,0,0
Kisumu,2018,Clinically confirmed,700,0,0,0,0,242996,137696,163537,0,1135929,616.235697829706,0,,0,0
Kisumu,2018,Lab confirmed,6870,0,0,0,0,242996,137696,163537,0,1135929,6047.91320584297,0,,0,0
Kisumu,2019,Clinically confirmed,728,0,0,0,0,242996,137696,163537,0,1155574,629.989944391272,0,,0,0
Kisumu,2019,Lab confirmed,7646,0,0,0,0,242996,137696,163537,0,1155574,6616.62515771383,0,,0,0
Kisumu,2020,Clinically confirmed,968,0,0,0,0,242996,137696,163537,0,1186000,816.188870151771,0,,0,0
Kisumu,2020,Lab confirmed,7288,0,0,0,0,242996,137696,163537,0,1186000,6145.02529510961,0,,0,0
Kisumu,2021,Clinically confirmed,1174,0,0,0,0,242996,137696,163537,0,1207000,972.659486329743,0,,0,0
Kisumu,2021,Lab confirmed,9055,0,0,0,0,242996,137696,163537,0,1207000,7502.07125103563,0,,0,0
Kisumu,2022,Clinically confirmed,1168,0,0,0,0,242996,137696,163537,0,1228000,951.14006514658,0,,0,0
Kisumu,2022,Lab confirmed,7699,0,0,0,0,242996,137696,163537,0,1228000,6269.54397394137,0,,0,0
Kitui,2014,Clinically confirmed,2544,0,0,0,0,343632,1370560,105830,5202,1069633,2378.38585757919,0,0,0,0
Kitui,2014,Lab confirmed,0,0,0,0,0,343632,1370560,105830,5202,1069633,0,0,0,0,0
Kitui,2015,Clinically confirmed,1747,0,0,0,0,343632,1370560,105830,5202,1082624,1613.67196736817,0,0,0,0
Kitui,2015,Lab confirmed,83,0,0,0,0,343632,1370560,105830,5202,1082624,76.6655828801135,0,0,0,0
Kitui,2016,Clinically confirmed,1645,0,0,0,0,343632,1370560,105830,5202,1095773,1501.2233373153,0,0,0,0
Kitui,2016,Lab confirmed,5300,0,0,0,0,343632,1370560,105830,5202,1095773,4836.76819925295,0,0,0,0
Kitui,2017,Clinically confirmed,1810,0,0,0,0,343632,1370560,105830,5202,1109082,1631.98032246489,0,0,0,0
Kitui,2017,Lab confirmed,8225,0,0,0,0,343632,1370560,105830,5202,1109082,7416.04317805176,0,0,0,0
Kitui,2018,Clinically confirmed,2232,0,0,0,0,343632,1370560,105830,5202,1122553,1988.32482742463,0,0,0,0
Kitui,2018,Lab confirmed,12529,0,0,0,0,343632,1370560,105830,5202,1122553,11161.1656643383,0,0,0,0
Kitui,2019,Clinically confirmed,2153,0,0,0,0,343632,1370560,105830,5202,1136187,1894.93454862624,0,0,0,0
Kitui,2019,Lab confirmed,13401,0,0,0,0,343632,1370560,105830,5202,1136187,11794.7133702463,0,0,0,0
Kitui,2020,Clinically confirmed,2002,1,0,3,0,343632,1370560,105830,5202,1186000,1688.02698145025,2.91008986357499,0,2.18888629465328,0
Kitui,2020,Lab confirmed,10710,0,0,0,0,343632,1370560,105830,5202,1186000,9030.35413153457,0,0,0,0
Kitui,2021,Clinically confirmed,1841,0,0,4,0,343632,1370560,105830,5202,1201000,1532.88925895087,0,0,2.91851505953771,0
Kitui,2021,Lab confirmed,9401,0,0,0,0,343632,1370560,105830,5202,1201000,7827.64363030808,0,0,0,0
Kitui,2022,Clinically confirmed,1344,1,0,0,0,343632,1370560,105830,5202,1215000,1106.17283950617,2.91008986357499,0,0,0
Kitui,2022,Lab confirmed,5432,0,0,0,0,343632,1370560,105830,5202,1215000,4470.78189300412,0,0,0,0
Kwale,2014,Clinically confirmed,8,0,0,0,0,310434,382410,90615,1096,768857,10.4050558166213,0,0,0,0
Kwale,2014,Lab confirmed,0,0,0,0,0,310434,382410,90615,1096,768857,0,0,0,0,0
Kwale,2015,Clinically confirmed,41,0,0,0,0,310434,382410,90615,1096,787521,52.0621037407256,0,0,0,0
Kwale,2015,Lab confirmed,81,0,0,0,0,310434,382410,90615,1096,787521,102.854400073141,0,0,0,0
Kwale,2016,Clinically confirmed,203,0,0,0,0,310434,382410,90615,1096,806638,251.661835916483,0,0,0,0
Kwale,2016,Lab confirmed,229,0,0,0,0,310434,382410,90615,1096,806638,283.894386329432,0,0,0,0
Kwale,2017,Clinically confirmed,600,0,0,0,0,310434,382410,90615,1096,826219,726.199712182847,0,0,0,0
Kwale,2017,Lab confirmed,1611,0,0,0,0,310434,382410,90615,1096,826219,1949.84622721095,0,0,0,0
Kwale,2018,Clinically confirmed,453,0,0,23,0,310434,382410,90615,1096,846276,535.286360478142,0,0,60.144870688528,0
Kwale,2018,Lab confirmed,1241,0,0,0,0,310434,382410,90615,1096,846276,1466.42466523924,0,0,0,0
Kwale,2019,Clinically confirmed,179,0,0,0,0,310434,382410,90615,1096,866820,206.50192658222,0,0,0,0
Kwale,2019,Lab confirmed,419,0,0,0,0,310434,382410,90615,1096,866820,483.376018089107,0,0,0,0
Kwale,2020,Clinically confirmed,403,0,0,0,0,310434,382410,90615,1096,879000,458.475540386803,0,0,0,0
Kwale,2020,Lab confirmed,271,0,0,0,0,310434,382410,90615,1096,879000,308.304891922639,0,0,0,0
Kwale,2021,Clinically confirmed,558,0,0,0,0,310434,382410,90615,1096,901000,619.311875693674,0,0,0,0
Kwale,2021,Lab confirmed,142,0,0,0,0,310434,382410,90615,1096,901000,157.602663706992,0,0,0,0
Kwale,2022,Clinically confirmed,95,0,0,0,0,310434,382410,90615,1096,923000,102.925243770314,0,0,0,0
Kwale,2022,Lab confirmed,141,0,0,0,0,310434,382410,90615,1096,923000,152.762730227519,0,0,0,0
Laikipia,2014,Clinically confirmed,1442,0,0,0,0,270065,402526,613782,7827,469694,3070.08392698225,0,0,0,0
Laikipia,2014,Lab confirmed,0,0,0,0,0,270065,402526,613782,7827,469694,0,0,0,0,0
Laikipia,2015,Clinically confirmed,1227,0,0,0,0,270065,402526,613782,7827,479084,2561.13750407027,0,0,0,0
Laikipia,2015,Lab confirmed,2049,0,0,0,0,270065,402526,613782,7827,479084,4276.91177330072,0,0,0,0
Laikipia,2016,Clinically confirmed,1556,0,0,0,0,270065,402526,613782,7827,488662,3184.20503333593,0,0,0,0
Laikipia,2016,Lab confirmed,5202,0,0,0,0,270065,402526,613782,7827,488662,10645.3949764868,0,0,0,0
Laikipia,2017,Clinically confirmed,1273,0,0,0,0,270065,402526,613782,7827,498431,2554.01449749313,0,0,0,0
Laikipia,2017,Lab confirmed,8211,0,0,0,0,270065,402526,613782,7827,498431,16473.6944531941,0,0,0,0
Laikipia,2018,Clinically confirmed,1223,0,0,0,0,270065,402526,613782,7827,508396,2405.60507950495,0,0,0,0
Laikipia,2018,Lab confirmed,6938,0,0,0,0,270065,402526,613782,7827,508396,13646.8422253519,0,0,0,0
Laikipia,2019,Clinically confirmed,838,0,0,0,0,270065,402526,613782,7827,518560,1616.01357605677,0,0,0,0
Laikipia,2019,Lab confirmed,4853,0,0,0,0,270065,402526,613782,7827,518560,9358.60845418081,0,0,0,0
Laikipia,2020,Clinically confirmed,760,0,0,0,0,270065,402526,613782,7827,529000,1436.67296786389,0,0,0,0
Laikipia,2020,Lab confirmed,4074,0,0,0,0,270065,402526,613782,7827,529000,7701.32325141777,0,0,0,0
Laikipia,2021,Clinically confirmed,1228,0,0,0,2,270065,402526,613782,7827,539000,2278.29313543599,0,0,0,3.25848591193616
Laikipia,2021,Lab confirmed,2807,8,0,0,0,270065,402526,613782,7827,539000,5207.79220779221,29.6224982874493,0,0,0
Laikipia,2022,Clinically confirmed,553,0,0,0,0,270065,402526,613782,7827,550000,1005.45454545455,0,0,0,0
Laikipia,2022,Lab confirmed,2012,0,0,0,0,270065,402526,613782,7827,550000,3658.18181818182,0,0,0,0
Lamu,2014,Clinically confirmed,45,0,0,0,0,98321,97879,42145,125,126352,356.147904267443,0,0,0,0
Lamu,2014,Lab confirmed,0,0,0,0,0,98321,97879,42145,125,126352,0,0,0,0,0
Lamu,2015,Clinically confirmed,0,0,0,0,0,98321,97879,42145,125,129685,0,0,0,0,0
Lamu,2015,Lab confirmed,80,0,0,0,0,98321,97879,42145,125,129685,616.879361529861,0,0,0,0
Lamu,2016,Clinically confirmed,66,0,0,0,0,98321,97879,42145,125,133106,495.845416435022,0,0,0,0
Lamu,2016,Lab confirmed,107,0,0,0,0,98321,97879,42145,125,133106,803.870599371929,0,0,0,0
Lamu,2017,Clinically confirmed,2,0,0,0,0,98321,97879,42145,125,136617,14.6394665378394,0,0,0,0
Lamu,2017,Lab confirmed,30,0,0,0,0,98321,97879,42145,125,136617,219.59199806759,0,0,0,0
Lamu,2018,Clinically confirmed,6,0,0,0,0,98321,97879,42145,125,140221,42.7895964227897,0,0,0,0
Lamu,2018,Lab confirmed,32,0,0,0,0,98321,97879,42145,125,140221,228.211180921545,0,0,0,0
Lamu,2019,Clinically confirmed,5,0,0,0,0,98321,97879,42145,125,143920,34.7415230683713,0,0,0,0
Lamu,2019,Lab confirmed,40,0,0,0,0,98321,97879,42145,125,143920,277.932184546971,0,0,0,0
Lamu,2020,Clinically confirmed,55,0,0,0,0,98321,97879,42145,125,155000,354.838709677419,0,0,0,0
Lamu,2020,Lab confirmed,301,0,0,0,0,98321,97879,42145,125,155000,1941.93548387097,0,0,0,0
Lamu,2021,Clinically confirmed,37,0,0,0,0,98321,97879,42145,125,159000,232.704402515723,0,0,0,0
Lamu,2021,Lab confirmed,123,0,0,0,0,98321,97879,42145,125,159000,773.584905660377,0,0,0,0
Lamu,2022,Clinically confirmed,13,0,0,0,0,98321,97879,42145,125,163000,79.7546012269939,0,0,0,0
Lamu,2022,Lab confirmed,25,0,0,0,0,98321,97879,42145,125,163000,153.374233128834,0,0,0,0
Machakos,2014,Clinically confirmed,3345,0,0,0,0,362351,624891,171525,1473,1350195,2477.41992823259,0,0,0,0
Machakos,2014,Lab confirmed,0,0,0,0,0,362351,624891,171525,1473,1350195,0,0,0,0,0
Machakos,2015,Clinically confirmed,1517,0,0,0,0,362351,624891,171525,1473,1364247,1111.96872707068,0,0,0,0
Machakos,2015,Lab confirmed,1287,0,0,0,0,362351,624891,171525,1473,1364247,943.377555530633,0,0,0,0
Machakos,2016,Clinically confirmed,2165,0,0,0,0,362351,624891,171525,1473,1378445,1570.61036167566,0,0,0,0
Machakos,2016,Lab confirmed,7807,0,0,0,0,362351,624891,171525,1473,1378445,5663.62821875374,0,0,0,0
Machakos,2017,Clinically confirmed,1808,0,0,0,0,362351,624891,171525,1473,1392791,1298.11292577278,0,0,0,0
Machakos,2017,Lab confirmed,6892,0,0,0,0,362351,624891,171525,1473,1392791,4948.33754669581,0,0,0,0
Machakos,2018,Clinically confirmed,1772,0,0,0,0,362351,624891,171525,1473,1407286,1259.16125080474,0,0,0,0
Machakos,2018,Lab confirmed,8020,0,0,0,0,362351,624891,171525,1473,1407286,5698.9126588341,0,0,0,0
Machakos,2019,Clinically confirmed,2057,0,0,0,0,362351,624891,171525,1473,1421932,1446.62332657258,0,0,0,0
Machakos,2019,Lab confirmed,8670,0,0,0,0,362351,624891,171525,1473,1421932,6097.33798803318,0,0,0,0
Machakos,2020,Clinically confirmed,1404,3,0,1,0,362351,624891,171525,1473,1442000,973.647711511789,8.27926513242685,0,1.60027908867306,0
Machakos,2020,Lab confirmed,5989,0,0,0,0,362351,624891,171525,1473,1442000,4153.25936199723,0,0,0,0
Machakos,2021,Clinically confirmed,1239,5,0,0,0,362351,624891,171525,1473,1457000,850.377487989019,13.7987752207114,0,0,0
Machakos,2021,Lab confirmed,5165,0,0,0,0,362351,624891,171525,1473,1457000,3544.95538778312,0,0,0,0
Machakos,2022,Clinically confirmed,763,2,0,0,0,362351,624891,171525,1473,1472000,518.342391304348,5.51951008828456,0,0,0
Machakos,2022,Lab confirmed,2271,0,0,0,0,362351,624891,171525,1473,1472000,1542.79891304348,0,0,0,0
Makueni,2014,Clinically confirmed,3748,0,0,0,0,325803,799638,133115,1111,934042,4012.66752458669,0,0,0,0
Makueni,2014,Lab confirmed,0,0,0,0,0,325803,799638,133115,1111,934042,0,0,0,0,0
Makueni,2015,Clinically confirmed,3454,0,0,0,0,325803,799638,133115,1111,944526,3656.86068991219,0,0,0,0
Makueni,2015,Lab confirmed,6865,0,0,0,0,325803,799638,133115,1111,944526,7268.19589931881,0,0,0,0
Makueni,2016,Clinically confirmed,2667,0,0,0,0,325803,799638,133115,1111,955128,2792.29590170113,0,0,0,0
Makueni,2016,Lab confirmed,9501,0,0,0,0,325803,799638,133115,1111,955128,9947.3578410433,0,0,0,0
Makueni,2017,Clinically confirmed,2073,0,0,0,0,325803,799638,133115,1111,965849,2146.29823088288,0,0,0,0
Makueni,2017,Lab confirmed,11197,0,0,0,0,325803,799638,133115,1111,965849,11592.9094506491,0,0,0,0
Makueni,2018,Clinically confirmed,985,1,0,0,0,325803,799638,133115,1111,976690,1008.50832915255,3.06933944745751,0,0,0
Makueni,2018,Lab confirmed,7209,0,0,0,0,325803,799638,133115,1111,976690,7381.05232980782,0,0,0,0
Makueni,2019,Clinically confirmed,674.3,6,0,2,9,325803,799638,133115,1111,987653,682.729663150924,18.4160366847451,0,2.50113176212236,67.6107125417872
Makueni,2019,Lab confirmed,3814,0,0,0,0,325803,799638,133115,1111,987653,3861.68016499722,0,0,0,0
Makueni,2020,Clinically confirmed,337,1,0,1,0,325803,799638,133115,1111,1008000,334.325396825397,3.06933944745751,0,1.25056588106118,0
Makueni,2020,Lab confirmed,3531,0,0,0,0,325803,799638,133115,1111,1008000,3502.97619047619,0,0,0,0
Makueni,2021,Clinically confirmed,504,0,0,0,0,325803,799638,133115,1111,1019000,494.602551521099,0,0,0,0
Makueni,2021,Lab confirmed,3511,0,0,0,0,325803,799638,133115,1111,1019000,3445.53483807655,0,0,0,0
Makueni,2022,Clinically confirmed,770,0,0,7,0,325803,799638,133115,1111,1031000,746.847720659554,0,0,8.75396116742826,0
Makueni,2022,Lab confirmed,2558,0,0,0,0,325803,799638,133115,1111,1031000,2481.08632395732,0,0,0,0
Mandera,2014,Clinically confirmed,1059,0,0,0,0,1182989,4898807,2226033,1828665,761572,1390.54482045033,0,0,0,0
Mandera,2014,Lab confirmed,0,0,0,0,0,1182989,4898807,2226033,1828665,761572,0,0,0,0,0
Mandera,2015,Clinically confirmed,1153,0,0,23,0,1182989,4898807,2226033,1828665,781661,1475.06399833176,0,0,4.6950206448223,0
Mandera,2015,Lab confirmed,2715,0,0,0,0,1182989,4898807,2226033,1828665,781661,3473.37272807521,0,0,0,0
Mandera,2016,Clinically confirmed,636,0,0,0,0,1182989,4898807,2226033,1828665,802280,792.740689036247,0,0,0,0
Mandera,2016,Lab confirmed,3115,0,0,0,0,1182989,4898807,2226033,1828665,802280,3882.68434960363,0,0,0,0
Mandera,2017,Clinically confirmed,446,0,0,0,0,1182989,4898807,2226033,1828665,823442,541.628918612361,0,0,0,0
Mandera,2017,Lab confirmed,2849,0,0,0,0,1182989,4898807,2226033,1828665,823442,3459.86724019421,0,0,0,0
Mandera,2018,Clinically confirmed,1683,0,0,0,0,1182989,4898807,2226033,1828665,845163,1991.33184959588,0,0,0,0
Mandera,2018,Lab confirmed,7088,0,0,0,0,1182989,4898807,2226033,1828665,845163,8386.54792034199,0,0,0,0
