county,year,hum_cases,catt_cases,cam_cases,goat_cases,shp_cases,catt_pop,goat_pop,sheep_pop,cam_pop,pop,hum_incidence,catt_incidence,cam_incidence,goat_incidence,shp_incidence
Mandera,2019,8162,13,0,16,2,1182989,4898807,2226033,1828665,867457,9409.11192139783,10.989113170114,0,3.26610131813725,0.89845927710865
Mandera,2020,6049,0,0,0,0,1182989,4898807,2226033,1828665,887000,6819.6166854566,0,0,0,0
Mandera,2021,6662,0,0,12,0,1182989,4898807,2226033,1828665,911000,7312.84302963776,0,0,2.44957598860294,0
Mandera,2022,6291,0,0,0,0,1182989,4898807,2226033,1828665,935000,6728.34224598931,0,0,0,0
Marsabit,2014,2323,0,0,0,0,240736,744475,627832,215234,408240,5690.28022731727,0,0,0,0
Marsabit,2015,4380,0,0,0,0,240736,744475,627832,215234,418065,10476.8397258799,0,0,0,0
Marsabit,2016,5602,0,0,0,0,240736,744475,627832,215234,428126,13084.9329403026,0,0,0,0
Marsabit,2017,7044,0,0,0,0,240736,744475,627832,215234,438429,16066.4554580103,0,0,0,0
Marsabit,2018,9101,0,0,0,0,240736,744475,627832,215234,448980,20270.3906632812,0,0,0,0
Marsabit,2019,8987,0,0,0,0,240736,744475,627832,215234,459785,19546.0921952652,0,0,0,0
Marsabit,2020,8561,0,0,0,0,240736,744475,627832,215234,480000,17835.4166666667,0,0,0,0
Marsabit,2021,7874,4,8,70,9,240736,744475,627832,215234,491000,16036.6598778004,16.6157118170942,37.1688487878309,94.0259914704994,14.3350450438971
Marsabit,2022,7068,20,9,139,28,240736,744475,627832,215234,503000,14051.689860835,83.0785590854712,41.8149548863098,186.70875449142,44.5979179143465
Meru,2014,1803,0,0,0,0,312184,342198,138771,5732,1450757,1242.79944883947,0,0,0,0
Meru,2015,7545,0,0,0,0,312184,342198,138771,5732,1469270,5135.20319614503,0,0,0,0
Meru,2016,6188,0,0,0,0,312184,342198,138771,5732,1488019,4158.54905078497,0,0,0,0
Meru,2017,6508,0,0,0,0,312184,342198,138771,5732,1507007,4318.49354382561,0,0,0,0
Meru,2018,8459,1,0,0,0,312184,342198,138771,5732,1526238,5542.38591884097,3.20323911539349,0,0,0
Meru,2019,7120,0,0,0,0,312184,342198,138771,5732,1545714,4606.28550947976,0,0,0,0
Meru,2020,6577,0,0,0,0,312184,342198,138771,5732,1565000,4202.55591054313,0,0,0,0
Meru,2021,4483,0,0,0,0,312184,342198,138771,5732,1586000,2826.6078184111,0,0,0,0
Meru,2022,3535,0,0,0,0,312184,342198,138771,5732,1606000,2201.12079701121,0,0,0,0
Migori,2014,1273,0,0,0,0,323320,142204,70852,0,988235,1288.15514528427,0,,0,0
Migori,2015,4372,0,0,0,0,323320,142204,70852,0,1012640,4317.42771369885,0,,0,0
Migori,2016,12343,0,0,0,0,323320,142204,70852,0,1037647,11895.1820802257,0,,0,0
Migori,2017,15984,0,0,0,0,323320,142204,70852,0,1063272,15032.8420197278,0,,0,0
Migori,2018,20261,0,0,0,0,323320,142204,70852,0,1089530,18596.0918928345,0,,0,0
Migori,2019,21189,1,0,0,0,323320,142204,70852,0,1116436,18979.1443486237,3.09291104787826,,0,0
Migori,2020,21918,0,0,0,0,323320,142204,70852,0,1147000,19108.9799476896,0,,0,0
Migori,2021,23860,0,0,0,0,323320,142204,70852,0,1176000,20289.1156462585,0,,0,0
Migori,2022,18963,0,0,0,0,323320,142204,70852,0,1205000,15736.9294605809,0,,0,0
Mombasa,2014,96,0,0,0,0,10651,25411,2292,58,1082243,88.7046624464192,0,0,0,0
Mombasa,2015,367,5,0,0,0,10651,25411,2292,58,1106362,331.717828341899,469.439489249836,0,0,0
Mombasa,2016,507,0,0,0,0,10651,25411,2292,58,1131018,448.268727818655,0,0,0,0
Mombasa,2017,732,0,0,0,0,10651,25411,2292,58,1156224,633.095317170375,0,0,0,0
Mombasa,2018,889,0,0,0,0,10651,25411,2292,58,1181991,752.120786029674,0,0,0,0
Mombasa,2019,944,0,0,0,0,10651,25411,2292,58,1208333,781.241594825268,0,0,0,0
Mombasa,2020,1057,0,0,0,0,10651,25411,2292,58,1228000,860.749185667753,0,0,0,0
Mombasa,2021,1268,0,0,0,0,10651,25411,2292,58,1256000,1009.55414012739,0,0,0,0
Mombasa,2022,720,0,0,0,0,10651,25411,2292,58,1284000,560.747663551402,0,0,0,0
Murang'a,2014,1310,0,0,0,0,210103,173763,56475,0,1001307,1308.2900648852,0,,0,0
Murang'a,2015,1699,0,0,0,0,210103,173763,56475,0,1012137,1678.62651004755,0,,0,0
Murang'a,2016,1451,0,0,0,0,210103,173763,56475,0,1023084,1418.26086616544,0,,0,0
Murang'a,2017,1992,0,0,0,0,210103,173763,56475,0,1034149,1926.22146325143,0,,0,0
Murang'a,2018,1897,0,0,0,0,210103,173763,56475,0,1045334,1814.7309855032,0,,0,0
Murang'a,2019,1592,5,0,0,0,210103,173763,56475,0,1056640,1506.66262870987,23.7978515299639,,0,0
Murang'a,2020,1262,21,0,0,0,210103,173763,56475,0,1077000,1171.77344475395,99.9509764258483,,0,0
Murang'a,2021,1329,0,0,0,0,210103,173763,56475,0,1088000,1221.50735294118,0,,0,0
Murang'a,2022,1557,0,0,0,0,210103,173763,56475,0,1100000,1415.45454545455,0,,0,0
Nairobi,2014,3699,0,0,0,0,29329,28415,19109,0,4041978,915.146000299853,0,,0,0
Nairobi,2015,5424,0,0,0,0,29329,28415,19109,0,4110625,1319.50737418276,0,,0,0
Nairobi,2016,7068,0,0,0,0,29329,28415,19109,0,4180438,1690.73192808983,0,,0,0
Nairobi,2017,11486,0,0,0,0,29329,28415,19109,0,4251437,2701.67475138406,0,,0,0
Nairobi,2018,15307,0,0,0,0,29329,28415,19109,0,4323642,3540.30236545949,0,,0,0
Nairobi,2019,13700,0,0,0,0,29329,28415,19109,0,4397073,3115.70901824919,0,,0,0
Nairobi,2020,14917,0,0,0,0,29329,28415,19109,0,4516000,3303.14437555359,0,,0,0
Nairobi,2021,13710,0,0,0,0,29329,28415,19109,0,4594000,2984.32738354375,0,,0,0
Nairobi,2022,13761,0,0,0,0,29329,28415,19109,0,4672000,2945.41952054795,0,,0,0
Nakuru,2014,7526,0,0,0,0,396526,205392,532221,388,1942522,3874.34479506538,0,0,0,0
Nakuru,2015,33893,0,0,0,0,396526,205392,532221,388,1984595,17078.0436310683,0,0,0,0
Nakuru,2016,39076,0,0,0,0,396526,205392,532221,388,2027580,19272.2358673887,0,0,0,0
Nakuru,2017,40179,1,0,0,0,396526,205392,532221,388,2071496,19396.1272433063,2.52190272516808,0,0,0
Nakuru,2018,48475,1,0,0,0,396526,205392,532221,388,2116363,22904.8608390905,2.52190272516808,0,0,0
Nakuru,2019,52099,22,0,20,0,396526,205392,532221,388,2162202,24095.3435432952,55.4818599536979,0,97.3747760380151,0
Nakuru,2020,50182,0,0,0,0,396526,205392,532221,388,2202000,22789.2824704814,0,0,0,0
Nakuru,2021,40970,2,0,0,0,396526,205392,532221,388,2251000,18200.7996446024,5.04380545033617,0,0,0
Nakuru,2022,32258,5,0,0,3,396526,205392,532221,388,2299000,14031.3179643323,12.6095136258404,0,0,5.63675615956529
Nandi,2014,4351,0,0,0,0,243418,35096,97712,0,816256,5330.43554963149,0,,0,0
Nandi,2015,11445,0,0,0,0,243418,35096,97712,0,829697,13794.1923376847,0,,0,0
Nandi,2016,28241,0,0,0,0,243418,35096,97712,0,843359,33486.3326294022,0,,0,0
Nandi,2017,26035,0,0,0,0,243418,35096,97712,0,857246,30370.5120817128,0,,0,0
Nandi,2018,54515,0,0,0,0,243418,35096,97712,0,871362,62562.9761224382,0,,0,0
Nandi,2019,57574,5,0,0,0,243418,35096,97712,0,885711,65003.1443665033,20.5407981332523,,0,0
Nandi,2020,36191,0,0,0,0,243418,35096,97712,0,906000,39945.9161147903,0,,0,0
Nandi,2021,23107,0,0,0,0,243418,35096,97712,0,921000,25089.0336590662,0,,0,0
Nandi,2022,26379,2,0,0,0,243418,35096,97712,0,936000,28182.6923076923,8.21631925330091,,0,0
Narok,2014,4132,0,0,0,0,1488891,1015845,2603542,1619,1002532,4121.564199447,0,0,0,0
Narok,2015,12494,0,0,0,0,1488891,1015845,2603542,1619,1031836,12108.5133684035,0,0,0,0
Narok,2016,14444,0,0,0,0,1488891,1015845,2603542,1619,1061997,13600.7917159841,0,0,0,0
Narok,2017,18167,0,0,0,0,1488891,1015845,2603542,1619,1093039,16620.6329325852,0,0,0,0
Narok,2018,28677,4,0,0,0,1488891,1015845,2603542,1619,1124989,25490.9159111778,2.68656335487285,0,0,0
Narok,2019,33191,0,0,0,0,1488891,1015845,2603542,1619,1157873,28665.4926749307,0,0,0,0
Narok,2020,27727,0,0,0,0,1488891,1015845,2603542,1619,1178000,23537.3514431239,0,0,0,0
Narok,2021,29540,0,0,0,0,1488891,1015845,2603542,1619,1213000,24352.8441879637,0,0,0,0
Narok,2022,27184,0,0,0,0,1488891,1015845,2603542,1619,1249000,21764.6116893515,0,0,0,0
Nyamira,2014,1748,0,0,0,0,119625,39335,11787,0,588216,2971.69747167707,0,,0,0
Nyamira,2015,11888,0,0,0,0,119625,39335,11787,0,591648,20093.0282870896,0,,0,0
Nyamira,2016,18631,0,0,0,0,119625,39335,11787,0,595100,31307.3433036464,0,,0,0
Nyamira,2017,12042,0,0,0,0,119625,39335,11787,0,598572,20117.8805557226,0,,0,0
Nyamira,2018,13960,0,0,0,0,119625,39335,11787,0,602064,23186.9037178772,0,,0,0
Nyamira,2019,13729,0,0,0,0,119625,39335,11787,0,605576,22670.9777137799,0,,0,0
Nyamira,2020,13681,0,0,0,0,119625,39335,11787,0,646000,21178.0185758514,0,,0,0
Nyamira,2021,11066,25,0,0,0,119625,39335,11787,0,650000,17024.6153846154,208.986415882968,,0,0
Nyamira,2022,8992,0,0,0,0,119625,39335,11787,0,654000,13749.2354740061,0,,0,0
Nyandarua,2014,1473,0,0,0,0,211363,37009,277762,0,580503,2537.454586798,0,,0,0
Nyandarua,2015,9336,0,0,0,0,211363,37009,277762,0,591626,15780.2395432249,0,,0,0
Nyandarua,2016,13803,0,0,0,0,211363,37009,277762,0,602962,22891.9898766423,0,,0,0
Nyandarua,2017,10632,0,0,0,0,211363,37009,277762,0,614515,17301.449110274,0,,0,0
Nyandarua,2018,12134,0,0,0,0,211363,37009,277762,0,626289,19374.4421505088,0,,0,0
Nyandarua,2019,13644,0,0,0,0,211363,37009,277762,0,638289,21375.89712497,0,,0,0
Nyandarua,2020,10856,0,0,0,0,211363,37009,277762,0,657000,16523.5920852359,0,,0,0
Nyandarua,2021,9246,2,0,0,0,211363,37009,277762,0,670000,13800,9.46239408032626,,0,0
Nyandarua,2022,7267,0,0,0,0,211363,37009,277762,0,683000,10639.8243045388,0,,0,0
Nyeri,2014,364,1,0,0,0,164507,107460,153728,0,720500,505.204718945177,6.07876868461525,,0,0
Nyeri,2015,1780,11,0,0,0,164507,107460,153728,0,728072,2444.81315034777,66.8664555307677,,0,0
Nyeri,2016,2232,0,0,0,0,164507,107460,153728,0,735724,3033.74635053362,0,,0,0
Nyeri,2017,1785,0,0,0,0,164507,107460,153728,0,743456,2400.94908104851,0,,0,0
Nyeri,2018,2309,0,0,0,0,164507,107460,153728,0,751269,3073.46636158287,0,,0,0
Nyeri,2019,1832,0,0,0,0,164507,107460,153728,0,759164,2413.18081468563,0,,0,0
Nyeri,2020,1329,0,0,0,0,164507,107460,153728,0,810000,1640.74074074074,0,,0,0
Nyeri,2021,1239,0,0,0,0,164507,107460,153728,0,818000,1514.66992665037,0,,0,0
Nyeri,2022,1559,0,0,0,0,164507,107460,153728,0,827000,1885.12696493349,0,,0,0
Samburu,2014,413,0,0,0,0,285633,716587,566772,48172,269525,1532.32538725536,0,0,0,0
Samburu,2015,3518,0,0,0,0,285633,716587,566772,48172,277232,12689.7327869799,0,0,0,0
Samburu,2016,5209,0,0,0,0,285633,716587,566772,48172,285159,18267.0019182281,0,0,0,0
Samburu,2017,4637,0,0,0,0,285633,716587,566772,48172,293313,15809.0504000846,0,0,0,0
Samburu,2018,4755,0,0,0,0,285633,716587,566772,48172,301700,15760.6894265827,0,0,0,0
Samburu,2019,6144,0,0,0,0,285633,716587,566772,48172,310327,19798.4706454804,0,0,0,0
Samburu,2020,4988,0,0,0,8,285633,716587,566772,48172,320000,15587.5,0,0,0,14.115023325076
Samburu,2021,5700,0,0,10,0,285633,716587,566772,48172,330000,17272.7272727273,0,0,13.9550396532452,0
Samburu,2022,3576,0,0,47,0,285633,716587,566772,48172,339000,10548.6725663717,0,0,65.5886863702523,0
Siaya,2014,780,0,0,0,0,326181,163222,133110,0,906495,860.457035063624,0,,0,0
Siaya,2015,4608,0,0,0,0,326181,163222,133110,0,923205,4991.30745609047,0,,0,0
Siaya,2016,7066,0,0,0,0,326181,163222,133110,0,940223,7515.23840620789,0,,0,0
Siaya,2017,3825,1,0,0,0,326181,163222,133110,0,957555,3994.54861600639,3.06578249499511,,0,0
Siaya,2018,5794,3,0,2,0,326181,163222,133110,0,975206,5941.30881065129,9.19734748498533,,12.2532501746088,0
Siaya,2019,5823,1,0,0,0,326181,163222,133110,0,993183,5862.96785184603,3.06578249499511,,0,0
Siaya,2020,6026,1,0,0,0,326181,163222,133110,0,1003000,6007.97607178465,3.06578249499511,,0,0
Siaya,2021,4472,0,0,0,0,326181,163222,133110,0,1022000,4375.73385518591,0,,0,0
Siaya,2022,5566,2,0,3,0,326181,163222,133110,0,1041000,5346.78194044188,6.13156498999022,,18.3798752619132,0
Taita Taveta,2014,278,0,0,0,0,114814,202113,46535,2630,320392,867.68708332293,0,0,0,0
Taita Taveta,2015,774,0,0,0,0,114814,202113,46535,2630,324349,2386.31844093862,0,0,0,0
Taita Taveta,2016,535,0,0,0,0,114814,202113,46535,2630,328355,1629.33410485602,0,0,0,0
Taita Taveta,2017,517,0,0,0,0,114814,202113,46535,2630,332410,1555.30820372432,0,0,0,0
Taita Taveta,2018,2519,0,0,0,0,114814,202113,46535,2630,336515,7485.55042122937,0,0,0,0
Taita Taveta,2019,2658,0,0,0,0,114814,202113,46535,2630,340671,7802.24909076499,0,0,0,0
Taita Taveta,2020,2186,4,0,0,0,114814,202113,46535,2630,351000,6227.92022792023,34.8389569216298,0,0,0
Taita Taveta,2021,1222,0,0,0,0,114814,202113,46535,2630,355000,3442.25352112676,0,0,0,0
Taita Taveta,2022,871,15,0,0,0,114814,202113,46535,2630,360000,2419.44444444444,130.646088456112,0,0,0
Tana River,2014,420,0,0,0,0,271833,590856,448066,53298,277521,1513.39898602268,0,0,0,0
Tana River,2015,618,0,0,0,0,271833,590856,448066,53298,284812,2169.85239385981,0,0,0,0
Tana River,2016,1107,0,0,8,0,271833,590856,448066,53298,292295,3787.26971039532,0,0,13.5396780264565,0
Tana River,2017,1105,0,0,0,0,271833,590856,448066,53298,299974,3683.65258322388,0,0,0,0
Tana River,2018,1286,0,0,0,0,271833,590856,448066,53298,307855,4177.29125724773,0,0,0,0
Tana River,2019,2126,0,0,0,0,271833,590856,448066,53298,315943,6729.06188774558,0,0,0,0
Tana River,2020,2324,0,13,0,0,271833,590856,448066,53298,326000,7128.83435582822,0,243.911591429322,0,0
Tana River,2021,1235,0,0,0,0,271833,590856,448066,53298,335000,3686.5671641791,0,0,0,0
Tana River,2022,1924,0,0,0,0,271833,590856,448066,53298,344000,5593.02325581395,0,0,0,0
Tharaka Nithi,2014,1401,0,0,0,0,90706,214217,53816,124,372588,3760.18551322104,0,0,0,0
Tharaka Nithi,2015,1819,0,0,0,0,90706,214217,53816,124,376618,4829.82757064187,0,0,0,0
Tharaka Nithi,2016,6777,0,0,0,0,90706,214217,53816,124,380691,17801.8392869808,0,0,0,0
Tharaka Nithi,2017,7092,0,0,0,0,90706,214217,53816,124,384808,18429.9702708883,0,0,0,0
Tharaka Nithi,2018,6771,1,0,0,0,90706,214217,53816,124,388970,17407.5121474664,11.0246290212334,0,0,0
Tharaka Nithi,2019,10017,4,0,6,0,90706,214217,53816,124,393177,25477.0752104014,44.0985160849337,0,28.0089815467493,0
Tharaka Nithi,2020,8691,0,0,0,0,90706,214217,53816,124,403000,21565.7568238213,0,0,0,0
Tharaka Nithi,2021,11519,0,0,0,0,90706,214217,53816,124,408000,28232.8431372549,0,0,0,0
Tharaka Nithi,2022,7784,0,0,0,0,90706,214217,53816,124,412000,18893.2038834951,0,0,0,0
Trans Nzoia,2014,5813,0,0,0,0,183468,28199,136345,0,901143,6450.69650432839,0,,0,0
Trans Nzoia,2015,19175,0,0,0,0,183468,28199,136345,0,918316,20880.6119026566,0,,0,0
Trans Nzoia,2016,26817,0,0,0,0,183468,28199,136345,0,935816,28656.2743103345,0,,0,0
Trans Nzoia,2017,21348,0,0,0,0,183468,28199,136345,0,953649,22385.5946999368,0,,0,0
Trans Nzoia,2018,27833,0,0,0,0,183468,28199,136345,0,971822,28640.0184395908,0,,0,0
Trans Nzoia,2019,35251,0,0,0,0,183468,28199,136345,0,990341,35594.8102724213,0,,0,0
Trans Nzoia,2020,30495,3,0,0,0,183468,28199,136345,0,1010000,30193.0693069307,16.3516253515599,,0,0
Trans Nzoia,2021,34757,2,0,0,0,183468,28199,136345,0,1030000,33744.6601941748,10.9010835677066,,0,0
Trans Nzoia,2022,30195,1,0,0,0,183468,28199,136345,0,1049000,28784.5567206864,5.45054178385332,,0,0
Turkana,2014,1587,0,0,0,0,324804,1990929,1053756,261923,813827,1950.04589427483,0,0,0,0
Turkana,2015,8285,0,0,0,0,324804,1990929,1053756,261923,835294,9918.66336882583,0,0,0,0
Turkana,2016,10508,0,0,0,0,324804,1990929,1053756,261923,857327,12256.7001855768,0,0,0,0
Turkana,2017,13658,0,0,0,0,324804,1990929,1053756,261923,879942,15521.4775519296,0,0,0,0
Turkana,2018,10627,0,0,0,0,324804,1990929,1053756,261923,903153,11766.5556112862,0,0,0,0
Turkana,2019,11738,0,0,0,0,324804,1990929,1053756,261923,926976,12662.6795084231,0,0,0,0
Turkana,2020,14020,28,0,49,10,324804,1990929,1053756,261923,946000,14820.2959830867,86.205834903511,0,24.6116260298584,9.48986292841986
Turkana,2021,13686,27,0,74,7,324804,1990929,1053756,261923,972000,14080.2469135802,83.1270550855285,0,37.1685780859086,6.6429040498939
Turkana,2022,11832,0,0,52,0,324804,1990929,1053756,261923,997000,11867.6028084253,0,0,26.1184602765845,0
Uasin Gishu,2014,6749,2,0,0,0,278422,45854,219925,148,1050892,6422.16326701507,7.18334039695139,0,0,0
Uasin Gishu,2015,16999,8,0,0,0,278422,45854,219925,148,1072448,15850.6519663424,28.7333615878056,0,0,0
Uasin Gishu,2016,31404,0,0,0,0,278422,45854,219925,148,1094446,28693.9693689775,0,0,0,0
Uasin Gishu,2017,38561,0,0,0,0,278422,45854,219925,148,1116896,34525.1482680572,0,0,0,0
Uasin Gishu,2018,36154,0,0,0,0,278422,45854,219925,148,1139806,31719.4329561346,0,0,0,0
Uasin Gishu,2019,34544,0,0,0,0,278422,45854,219925,148,1163186,29697.7439549651,0,0,0,0
Uasin Gishu,2020,29714,0,0,0,0,278422,45854,219925,148,1183000,25117.4978867287,0,0,0,0
Uasin Gishu,2021,37953,0,0,0,0,278422,45854,219925,148,1208000,31418.0463576159,0,0,0,0
Uasin Gishu,2022,22659,0,0,0,0,278422,45854,219925,148,1233000,18377.1289537713,0,0,0,0
Vihiga,2014,627,0,0,0,0,126618,30854,6145,0,565646,1108.46713315395,0,,0,0
Vihiga,2015,4097,0,0,0,0,126618,30854,6145,0,570438,7182.20034429684,0,,0,0
Vihiga,2016,5972,0,0,0,0,126618,30854,6145,0,575270,10381.2123003112,0,,0,0
Vihiga,2017,4160,0,0,0,0,126618,30854,6145,0,580143,7170.64585800398,0,,0,0
Vihiga,2018,5779,0,0,0,0,126618,30854,6145,0,585057,9877.67003898766,0,,0,0
Vihiga,2019,6990,0,0,0,0,126618,30854,6145,0,590013,11847.1965871938,0,,0,0
Vihiga,2020,5817,0,0,0,0,126618,30854,6145,0,610000,9536.06557377049,0,,0,0
Vihiga,2021,5298,2,0,0,0,126618,30854,6145,0,615000,8614.63414634146,15.7955424979071,,0,0
Vihiga,2022,3982,1,0,1,0,126618,30854,6145,0,620000,6422.58064516129,7.89777124895355,,32.4107084980878,0
Wajir,2014,752,0,0,0,0,867231,3198284,2190638,1176532,684141,1099.18861755106,0,0,0,0
Wajir,2015,3359,0,0,0,0,867231,3198284,2190638,1176532,702548,4781.16797713466,0,0,0,0
Wajir,2016,10964,0,0,0,0,867231,3198284,2190638,1176532,721450,15197.172361217,0,0,0,0
Wajir,2017,7681,0,0,0,0,867231,3198284,2190638,1176532,740861,10367.6668092935,0,0,0,0
Wajir,2018,9747,0,0,0,0,867231,3198284,2190638,1176532,760794,12811.6152335586,0,0,0,0
Wajir,2019,6185,0,0,8,0,867231,3198284,2190638,1176532,781263,7916.66826664004,0,0,2.50134134429588,0
Wajir,2020,7637,0,0,0,0,867231,3198284,2190638,1176532,804000,9498.75621890547,0,0,0,0
Wajir,2021,5962,0,0,0,0,867231,3198284,2190638,1176532,826000,7217.91767554479,0,0,0,0
Wajir,2022,4485,0,0,0,0,867231,3198284,2190638,1176532,848000,5288.91509433962,0,0,0,0
West Pokot,2014,2624,0,0,0,0,416838,764175,358293,19389,553860,4737.65933629437,0,0,0,0
West Pokot,2015,14170,0,0,0,0,416838,764175,358293,19389,566725,25003.3084829503,0,0,0,0
West Pokot,2016,22823,0,0,0,0,416838,764175,358293,19389,579888,39357.6000882929,0,0,0,0
West Pokot,2017,21468,0,0,0,0,416838,764175,358293,19389,593357,36180.5793139712,0,0,0,0
West Pokot,2018,24877,0,0,0,0,416838,764175,358293,19389,607139,40974.1426592592,0,0,0,0
West Pokot,2019,29824,0,0,0,0,416838,764175,358293,19389,621241,48007.1341073754,0,0,0,0
West Pokot,2020,40318,16,0,0,0,416838,764175,358293,19389,631000,63895.4041204437,38.3842164102121,0,0,0
West Pokot,2021,43669,3,0,0,0,416838,764175,358293,19389,646000,67599.0712074303,7.19704057691477,0,0,0
West Pokot,2022,32150,4,0,1,2,416838,764175,358293,19389,661000,48638.4266263238,9.59605410255303,0,1.30860077861746,5.58202365103421
